text,storypoint
add containerlogger module restrain log size major problem logger module aim solve overflow executortask log file log file simply write disk manage occasional garbage collection agent process deal terminate executor add containerlogg module truncate log reach configurable maximum size additionally determine web uis pailer need change deal log appendonly nondefault module serve example implement module,3
modularize plainfile logging executortask log launch docker containerizer add hook inside docker containerizer slightly involved mesos containerizer docker executorstask perform plainfile logging different place depend agent docker container   agent   code    container   dockercontainerizerprocesslaunchexecutorprocess    container   dockerrun mesosdockerexecutor process   mean containerlogger need load hook mesosdockerexecutor need change piping mesosdockerexecutor,3
reserveunreserve dynamic reservation endpoint allow reservation nonexisting role work dynamic reservation reserve unreserve endpoint possible reserve resource role specify role flag master role usable role define add list role available mailing list change role fact possible time jira importantly reserve unreserve end point allow reservation role specify role,2
clean authentication implementation quota authenticate quota request allow quotahandler private httpauthenticate function mesos3231 land need injection authenticate call quotahandler,1
implement container logger module metadata recovery containerlogger intend isolate agent failover way executor crash agent process crash default containerlogger s like sandboxcontainerlogger tentatively name truncatingsandboxcontainerlogger log file expose agent recovery regardless nondefault containerlogger s recovery executor metadata necessary rebuild endpoint expose log implement containerizerrecover,3
rename shutdown_framework teardown_framework meso teardown framework shutdown framework acls shutdown_framework well rename shutdown_framework teardown_framework acl consistent post review request httpsreviewsapacheorgr40829,2
log recover test slow mac os 10104 test long 1 finish code recovertestautoinitialization 1003 ms recovertestautoinitializationretry 1000 ms code,1
mastertestrecoverresource slow mastertestrecoverresource test take 1 finish mac os 10104 code mastertestrecoverresource 1018 ms code,1
mastertestmasterinfoonreelection slow mastertestmasterinfoonreelection test take 1 finish mac os 10104 code mastertestmasterinfoonreelection 1024 ms code,1
mastertestlaunchcombinedoffertest slow mastertestlaunchcombinedoffert test take 2s finish mac os 10104 code mastertestlaunchcombinedoffertest 2023 ms code,1
mastertestoffertimeout slow mastertestoffertimeout test take 1 finish mac os 10104 code mastertestoffertimeout 1053 ms code,1
oversubscriptiontestupdateallocatoronschedulerfailover slow oversubscriptiontestupdateallocatoronschedulerfailover test take 1 finish mac os 10104 code oversubscriptiontestupdateallocatoronschedulerfailover 1018 ms code,1
oversubscriptiontestremovecapabilitiesonschedulerfailover slow oversubscriptiontestremovecapabilitiesonschedulerfailover test take 1 finish mac os 10104 code oversubscriptiontestremovecapabilitiesonschedulerfailover 1018 ms code,1
garbagecollectorintegrationtestrestart slow garbagecollectorintegrationtestrestart test take 5s finish mac os 10104 code garbagecollectorintegrationtestrestart 5102 ms code,3
hooktestverifyslavelaunchexecutorhook slow hooktestverifyslavelaunchexecutorhook test take 5s finish mac os 10104 code hooktestverifyslavelaunchexecutorhook 5061 ms code,1
contenttypeschedulertestdecline slow contenttypeschedulertestdecline test take 1 finish mac os 10104 code contenttypeschedulertestdecline0 1022 ms code,1
create user doc executor http api need user doc similar correspond scheduler http api,3
add persistent volume support authorizer ticket series add authorization support persistent volume creation destruction persistent volume authorize principal reserve entity framework master idea introduce create destroy acl code message create    subject require entity principal   1   object kind volume allow permission   message destroy    subject require entity principal   1   object require entity creator_principals   2   code acls volume creation destruction add authorizerproto appropriate function overload add authorizer,1
extend master authorize persistent volume ticket second series add authorization support persistent volume method masterauthorizecreatevolume masterauthorizedestroyvolume add allow master authorize operation,1
operator definition cpp file include iosfwd hpp possible include complex header like ostream hpp file define operator inline eg mesosauthorizerauthorizerhpp instead definition correspond cpp file replace stream header iosfwd example partially uri mesosuriurihpp,3
jenkins build cento fail miss utility incorrect javahome jenkins build consistently fail cento 7 withe failure check value java system property javahome usrlibjvmjava180openjdk180653b17el7x86_64jre configure error guess java_home fail early bootstrap miss command solution update supportdocker_buildsh install sure proper version java instal installation process problem install maven instal java170openjdkdevel cause maven pull dependency java180openjdk cause problem find proper javahome mesosconfigure script mismatch date jre 180 date development tool 170 update script pull 18 devel tool dependence maven installation java170openjdkdevel unclear good solution,3
serialize docker v1 image spec protobuf currently support v2 docker manifest serialization method read docker image spec locally disk able parse v1 docker manifest protobuf easy gather runtime config necessary info,2
avoid absolute url documentation page link documentation page use absolute url eg httpmesosapacheorgdocumentationlatest good reason instance absolute url break doc generatedpreviewe locally,1
create design doc dynamic weight short design doc dynamic weight focus weight api change allocator api,3
design doc fix point resource,5
add documentation api versione currently not documentation   meso implement api versione    protobufs versione meso handle internally    contributor need change external user face protobuf   relevant design doc httpsdocsgooglecomdocumentd1iqjo6778h_fu_1zi_yk6szg8qjwqygvgnx7u3h6oueditheadingh2gkbjz6amn7b,3
port processfilehpp,3
mesoscontainerizer test leak fds pipe run binmesostestssh gtest_filtermesoscontainerizer gtest_repeat1 gtest_break_on_failure check lsof   grep meso number open pipe grow linearly number test repetition,2
add dynamic reservation test principal currently exist dynamic reservation test include authorization framework register principal add order comprehensively test dynamic reservation code,1
enable run test authorizer support create master instance authorizer test httpsgithubcomapachemesosblobaa497e81c945677c570484a8aa1a8c8b2e979dfdsrctestsclustercppl217 lead segfault masterflagsacls   test valid use case allow alternatively use masterflagsacls   acls trigger creation localauthorizer emtpy acls semantically equal absence authorizer give permissive flag true equivalence verify test,3
disk resource reservation enforce persistent volume create persistent volume reserve disk resource able write datum excess reserve size disk resource reservation enforce cpus mem reservation enforce,3
test case weight   allocation behavior far currently test case behavior weight define,2
race ssl socket shutdown libprocess socket share ownership file descriptor libevent destructor libprocess libevent_ssl socket ssl shutdown execute asynchronously cause libprocess socket file descriptor tobe close possibly reuse file descriptor bylibeventssl set shutdown option ssl_received_shutdown leave write operation continue possibly close file descriptor issue manifest junk character write file handle closed socket file descriptor os issue,5
document framework participate role cooperate,2
write new logrelated documentation include   default log behavior master agent framework executor task   masteragent   summary logrelated flag   glog specific option   separation masteragent log container log   containerlogger module,3
add example bug lack defer defer documentation past bug introduce codebase lack defer useful add example defer documentation,2
persistentvolumetestbadacldropcreateanddestroy flaky noformat   run   persistentvolumetestbadacldropcreateanddestroy i1219 095132623245 31878 leveldbcpp174 open db 4393596ms i1219 095132624084 31878 leveldbcpp181 compact db 709447ns i1219 095132624186 31878 leveldbcpp196 create db iterator 21252ns i1219 095132624290 31878 leveldbcpp202 seek beginning db 11391ns i1219 095132624378 31878 leveldbcpp271 iterate 0 key db 611ns i1219 095132624505 31878 replicacpp779 replica recover log position 0   0 1 hole 0 unlearn i1219 095132625195 31904 recovercpp447 start replica recovery i1219 095132625641 31904 recovercpp473 replica status i1219 095132627305 31904 replicacpp673 replica status receive broadcasted recover request 6740172170336408 i1219 095132627749 31904 recovercpp193 receive recover response replica status i1219 095132628330 31904 recovercpp564 update replica status start i1219 095132629068 31906 leveldbcpp304 persist metadata 8 byte leveldb take 410494ns i1219 095132629169 31906 replicacpp320 persist replica status start i1219 095132629598 31906 recovercpp473 replica start status i1219 095132630782 31912 replicacpp673 replica start status receive broadcasted recover request 6741172170336408 i1219 095132631166 31901 recovercpp193 receive recover response replica start status i1219 095132632467 31902 recovercpp564 update replica status vote i1219 095132633600 31907 leveldbcpp304 persist metadata 8 byte leveldb take 311370ns i1219 095132633627 31907 replicacpp320 persist replica status vote i1219 095132633719 31907 recovercpp578 successfully join paxos group i1219 095132633874 31907 recovercpp462 recover process terminate i1219 095132636409 31909 mastercpp365 master bded856d1c7f4fada8bc3629ba8c59d3 60ab6e727501 start 172170336408 i1219 095132636593 31909 mastercpp367 flag startup aclscreate_volumes   principal   value creatorprincipal   volume_types   type    create_volume   principal   type   volume_types   type     allocation_interval1sec allocatorhierarchicaldrf authenticatefalse authenticate_slavestrue authenticatorscrammd5 authorizerslocal credentialstmpsppf7bcredential framework_sorterdrf helpfalse hostname_lookuptrue initialize_driver_loggingtrue log_auto_initializetrue logbufsecs0 logging_levelinfo max_slave_ping_timeouts5 quietfalse recovery_slave_removal_limit100 registryreplicated_log registry_fetch_timeout1min registry_store_timeout25secs registry_stricttrue rolesrole1 root_submissionstrue slave_ping_timeout15secs slave_reregister_timeout10mins user_sorterdrf versionfalse webui_dirmesosmesos0270_instsharemesoswebui work_dirtmpsppf7bmaster zk_session_timeout10secs i1219 095132637055 31909 mastercpp414 master allow unauthenticated framework register i1219 095132637068 31909 mastercpp417 master allow authenticated slave register i1219 095132637094 31909 credentialshpp35 loading credential authentication tmpsppf7bcredential i1219 095132637403 31909 mastercpp456 default crammd5 authenticator i1219 095132637555 31909 mastercpp493 authorization enable w1219 095132637575 31909 mastercpp553 role flag deprecate flag remove future meso 027 upgrade note information i1219 095132637806 31897 whitelist_watchercpp77 whitelist give i1219 095132637820 31910 hierarchicalcpp147 initialize hierarchical allocator process i1219 095132639677 31909 mastercpp1629 newly elect leader master172170336408 d bded856d1c7f4fada8bc3629ba8c59d3 i1219 095132639768 31909 mastercpp1642 elect lead master i1219 095132639892 31909 mastercpp1387 recover registrar i1219 095132640136 31907 registrarcpp307 recovering registrar i1219 095132640929 31901 logcpp659 attempt start writer i1219 095132642199 31912 replicacpp493 replica receive implicit promise request 6742172170336408 proposal 1 i1219 095132642719 31912 leveldbcpp304 persist metadata 8 byte leveldb take 445876ns i1219 095132642755 31912 replicacpp342 persist promise 1 i1219 095132643478 31904 coordinatorcpp238 coordinator attempt fill missing position i1219 095132645009 31909 replicacpp388 replica receive explicit promise request 6743172170336408 position 0 proposal 2 i1219 095132645356 31909 leveldbcpp341 persist action 8 byte leveldb take 310064ns i1219 095132645382 31909 replicacpp712 persist action 0 i1219 095132646662 31909 replicacpp537 replica receive write request position 0 6744172170336408 i1219 095132646721 31909 leveldbcpp436 reading position leveldb take 29298ns i1219 095132647047 31909 leveldbcpp341 persist action 14 byte leveldb take 283424ns i1219 095132647073 31909 replicacpp712 persist action 0 i1219 095132647722 31909 replicacpp691 replica receive learn notice position 0 00000 i1219 095132648052 31909 leveldbcpp341 persist action 16 byte leveldb take 300825ns i1219 095132648077 31909 replicacpp712 persist action 0 i1219 095132648095 31909 replicacpp697 replica learn nop action position 0 i1219 095132655295 31899 logcpp675 writer start end position 0 i1219 095132656543 31905 leveldbcpp436 reading position leveldb take 32788ns i1219 095132658164 31905 registrarcpp340 successfully fetch registry 0b 0ns i1219 095132658604 31905 registrarcpp439 apply 1 operation 38183ns attempt update registry i1219 095132660102 31905 logcpp683 attempt append 170 byte log i1219 095132660538 31906 coordinatorcpp348 coordinator attempt write append action position 1 i1219 095132661872 31906 replicacpp537 replica receive write request position 1 6745172170336408 i1219 095132662719 31906 leveldbcpp341 persist action 189 byte leveldb take 483018ns i1219 095132663054 31906 replicacpp712 persist action 1 i1219 095132664008 31902 replicacpp691 replica receive learn notice position 1 00000 i1219 095132664330 31902 leveldbcpp341 persist action 191 byte leveldb take 287310ns i1219 095132664355 31902 replicacpp712 persist action 1 i1219 095132664376 31902 replicacpp697 replica learn append action position 1 i1219 095132665365 31902 registrarcpp484 successfully update registry 0ns i1219 095132665493 31902 registrarcpp370 successfully recover registrar i1219 095132665894 31902 mastercpp1439 recover 0 slave registry 131b   allow 10min slave reregister i1219 095132665990 31902 hierarchicalcpp165 skip recovery hierarchical allocator recover i1219 095132666266 31902 logcpp702 attempt truncate log 1 i1219 095132666424 31902 coordinatorcpp348 coordinator attempt write truncate action position 2 i1219 095132667181 31907 replicacpp537 replica receive write request position 2 6746172170336408 i1219 095132667768 31907 leveldbcpp341 persist action 16 byte leveldb take 335947ns i1219 095132668067 31907 replicacpp712 persist action 2 i1219 095132668942 31906 replicacpp691 replica receive learn notice position 2 00000 i1219 095132669240 31906 leveldbcpp341 persist action 18 byte leveldb take 266566ns i1219 095132669292 31906 leveldbcpp399 delete 1 key leveldb take 27852ns i1219 095132669314 31906 replicacpp712 persist action 2 i1219 095132669334 31906 replicacpp697 replica learn truncate action position 2 i1219 095132691251 31878 containerizercpp141 isolation posixcpuposixmemfilesystemposix w1219 095132691759 31878 backendcpp48 fail create bind backend bindbackend require root privilege i1219 095132697428 31901 slavecpp191 slave start 228172170336408 i1219 095132697459 31901 slavecpp192 flag startup appc_store_dirtmpmesosstoreappc authenticateecrammd5 cgroups_cpu_enable_pids_and_tids_countfalse cgroups_enable_cfsfalse cgroups_hierarchysysfscgroup cgroups_limit_swapfalse cgroups_rootmeso container_disk_watch_interval15secs containerizersmesos credentialtmppersistentvolumetest_badacldropcreateanddestroy_gwltnccredential default_role disk_watch_interval1mins dockerdocker docker_auth_serverauthdockerio docker_auth_server_port443 docker_kill_orphanstrue docker_local_archives_dirtmpmesosimagesdocker docker_pullerlocal docker_puller_timeout60 docker_registryregistry1dockerio docker_registry_port443 docker_remove_delay6hrs docker_socketvarrundockersock docker_stop_timeout0ns docker_store_dirtmpmesosstoredocker enforce_container_disk_quotafalse executor_registration_timeout1mins executor_shutdown_grace_period5sec fetcher_cache_dirtmppersistentvolumetest_badacldropcreateanddestroy_gwltncfetch fetcher_cache_size2 gb frameworks_home gc_delay1week gc_disk_headroom01 hadoop_home helpfalse hostname_lookuptrue image_provisioner_backendcopy initialize_driver_loggingtrue isolationposixcpuposixmem launcher_dirmesosmesos0270_buildsrc logbufsecs0 logging_levelinfo oversubscribed_resources_interval15secs perf_duration10sec perf_interval1mins qos_correction_interval_min0ns quietfalse recoverreconnect recovery_timeout15min registration_backoff_factor10ms resourcescpus2mem1024diskrole12048 revocable_cpu_low_prioritytrue sandbox_directorymntmesossandbox stricttrue switch_usertrue systemd_runtime_directoryrunsystemdsystem versionfalse work_dirtmppersistentvolumetest_badacldropcreateanddestroy_gwltnc i1219 095132697963 31901 credentialshpp83 load credential authentication tmppersistentvolumetest_badacldropcreateanddestroy_gwltnccredential i1219 095132698210 31901 slavecpp322 slave credential testprincipal i1219 095132698449 31901 resourcescpp478 parse resource json fail cpus2mem1024diskrole12048 try semicolondelimited string format instead i1219 095132699065 31901 slavecpp392 slave resource cpus2 mem1024 diskrole12048 ports3100032000 i1219 095132699137 31901 slavecpp400 slave attribute    i1219 095132699151 31901 slavecpp405 slave hostname 60ab6e727501 i1219 095132699161 31901 slavecpp410 slave checkpoint true i1219 095132699364 31878 schedcpp164 version 0270 i1219 095132700614 31911 schedcpp262 new master detect master172170336408 i1219 095132700703 31911 schedcpp272 credential provide attempt register authentication i1219 095132700724 31911 schedcpp714 send subscribe master172170336408 i1219 095132700839 31911 schedcpp747 retry registration 620399428ms necessary i1219 095132701244 31903 mastercpp2197 receive subscribe framework default scheduler0333dddc4b4140ed8853a1aadf1f1879172170336408 i1219 095132701313 31903 mastercpp1668 authorize framework principal testprincipal receive offer role role1 i1219 095132701625 31903 mastercpp2268 subscribe framework default checkpointing disabled capability    i1219 095132702308 31903 hierarchicalcpp260 add framework bded856d1c7f4fada8bc3629ba8c59d30000 i1219 095132702386 31903 hierarchicalcpp1329 resource available allocate i1219 095132702422 31903 hierarchicalcpp1423 inverse offer send i1219 095132702448 31903 hierarchicalcpp1079 perform allocation 0 slave 114358ns i1219 095132702638 31903 schedcpp641 framework register bded856d1c7f4fada8bc3629ba8c59d30000 i1219 095132702688 31903 schedcpp655 schedulerregistered take 25558ns i1219 095132703553 31901 statecpp58 recover state tmppersistentvolumetest_badacldropcreateanddestroy_gwltncmeta i1219 095132704118 31897 status_update_managercpp200 recover status update manager i1219 095132704407 31907 containerizercpp383 recover containerizer i1219 095132705373 31907 slavecpp4427 finish recovery i1219 095132705991 31907 slavecpp4599 query resource estimator oversubscribable resource i1219 095132706277 31907 slavecpp4613 receive oversubscribable resource resource estimator i1219 095132706666 31907 slavecpp729 new master detect master172170336408 i1219 095132706738 31907 slavecpp792 authenticating master master172170336408 i1219 095132706760 31907 slavecpp797 default crammd5 authenticatee i1219 095132706886 31899 status_update_managercpp174 pausing send status update i1219 095132706941 31907 slavecpp765 detect new master i1219 095132707036 31899 authenticateecpp121 create new client sasl connection i1219 095132707291 31910 mastercpp5423 authenticating slave228172170336408 i1219 095132707479 31910 authenticatorcpp413 start authentication session crammd5_authenticatee510172170336408 i1219 095132707849 31910 authenticatorcpp98 create new server sasl connection i1219 095132708082 31910 authenticateecpp212 receive sasl authentication mechanism crammd5 i1219 095132708112 31910 authenticateecpp238 attempt authenticate mechanism crammd5 i1219 095132708196 31910 authenticatorcpp203 receive sasl authentication start i1219 095132708395 31910 authenticatorcpp325 authentication require step i1219 095132708611 31902 authenticateecpp258 receive sasl authentication step i1219 095132708773 31910 authenticatorcpp231 receive sasl authentication step i1219 095132708889 31910 auxpropcpp107 request lookup property user testprincipal realm 60ab6e727501 server fqdn 60ab6e727501 sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid false i1219 095132708976 31910 auxpropcpp179 look auxiliary property userpassword i1219 095132709096 31910 auxpropcpp179 look auxiliary property cmusaslsecretcrammd5 i1219 095132709200 31910 auxpropcpp107 request lookup property user testprincipal realm 60ab6e727501 server fqdn 60ab6e727501 sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid true i1219 095132709285 31910 auxpropcpp129 skip auxiliary property userpassword sasl_auxprop_authzid   true i1219 095132709363 31910 auxpropcpp129 skip auxiliary property cmusaslsecretcrammd5 sasl_auxprop_authzid   true i1219 095132709452 31910 authenticatorcpp317 authentication success i1219 095132709707 31910 authenticateecpp298 authentication success i1219 095132710252 31910 slavecpp860 successfully authenticate master master172170336408 i1219 095132710525 31910 slavecpp1254 retry registration 1744437ms necessary i1219 095132709839 31908 mastercpp5453 successfully authenticate principal testprincipal slave228172170336408 i1219 095132710985 31908 mastercpp4132 register slave slave228172170336408 60ab6e727501 d bded856d1c7f4fada8bc3629ba8c59d3s0 i1219 095132711645 31908 registrarcpp439 apply 1 operation 83191ns attempt update registry i1219 095132709908 31912 authenticatorcpp431 authentication session cleanup crammd5_authenticatee510172170336408 i1219 095132713407 31908 logcpp683 attempt append 343 byte log i1219 095132713646 31912 coordinatorcpp348 coordinator attempt write append action position 3 i1219 095132714884 31911 replicacpp537 replica receive write request position 3 6758172170336408 i1219 095132715221 31911 leveldbcpp341 persist action 362 byte leveldb take 288909n i1219 095132715250 31911 replicacpp712 persist action 3 i1219 095132716145 31912 replicacpp691 replica receive learn notice position 3 00000 i1219 095132716689 31912 leveldbcpp341 persist action 364 byte leveldb take 512217ns i1219 095132716716 31912 replicacpp712 persist action 3 i1219 095132716737 31912 replicacpp697 replica learn append action position 3 i1219 095132718426 31911 registrarcpp484 successfully update registry 0ns i1219 095132719441 31902 slavecpp3371 receive ping slaveobserver228172170336408 i1219 095132719843 31909 logcpp702 attempt truncate log 3 i1219 095132719908 31911 mastercpp4200 register slave bded856d1c7f4fada8bc3629ba8c59d3s0 slave228172170336408 60ab6e727501 cpus2 mem1024 diskrole12048 ports3100032000 i1219 095132720064 31911 slavecpp904 register master master172170336408 give slave d bded856d1c7f4fada8bc3629ba8c59d3s0 i1219 095132720088 31911 fetchercpp81 clear fetcher cache i1219 095132720491 31911 slavecpp927 checkpointing slaveinfo tmppersistentvolumetest_badacldropcreateanddestroy_gwltncmetaslavesbded856d1c7f4fada8bc3629ba8c59d3s0slaveinfo i1219 095132720844 31909 coordinatorcpp348 coordinator attempt write truncate action position 4 i1219 095132720929 31911 slavecpp963 forward total oversubscribed resource i1219 095132721017 31903 status_update_managercpp181 resume send status update i1219 095132721099 31911 mastercpp4542 receive update slave bded856d1c7f4fada8bc3629ba8c59d3s0 slave228172170336408 60ab6e727501 total oversubscribed resource i1219 095132721141 31905 hierarchicalcpp465 add slave bded856d1c7f4fada8bc3629ba8c59d3s0 60ab6e727501 cpus2 mem1024 diskrole12048 ports3100032000 allocate   i1219 095132721879 31911 replicacpp537 replica receive write request position 4 6759172170336408 i1219 095132722293 31905 hierarchicalcpp1423 inverse offer send i1219 095132722337 31905 hierarchicalcpp1101 perform allocation slave bded856d1c7f4fada8bc3629ba8c59d3s0 1155563ms i1219 095132722681 31905 hierarchicalcpp521 slave bded856d1c7f4fada8bc3629ba8c59d3s0 60ab6e727501 update oversubscribed resource total cpus2 mem1024 diskrole12048 ports3100032000 allocate cpus2 mem1024 ports3100032000 diskrole12048 i1219 095132722713 31909 mastercpp5252 send 1 offer framework bded856d,1
document program dynamic reservation persistent volume specifically gotcha   retrying reservation attempt timeout   fuzzymatche resource determine reservationpv successful   represent client state state machine repeatedly successful terminate stat point persistent volume example framework ask gabriel arango build framework pvsdr feedback,3
introduce http endpoint weight update weight,5
test quota status endpoint,3
document containerizer user perspective add documentation cover   purpose containerizer use case perspective   purpose containerizer meso docker compose serve   criterion choose containerizer,3
document isolator user perspective documentation cover   purpose isolator businessuser perspective   criterion choosingpicke set isolator,4
document isolator internal document isolator developer perspective possibly cover   linux isolator   posix isolator   filesystem network isolator,4
expose dockerappc image manifest mesos containerizer collect docker image manifest diskwhich contain runtime configuration pass provisioner meso containerizer grab necessary info provisioner,2
enable pass docker image environment variable runtime config provisioner collect environment variable runtime config information docker image save map pass provisioner handle environment variable merge issue,1
enable pass docker image cmd runtime config provisioner cmd command run start container able collect cmd config information docker image pass provisioner,1
pull provisioner linux filesystem isolator mesos containerizer rationale change image specification eg dockerappc filesystem specify runtime configuration eg environment variable volume etc container provisioner return runtime configuration mesos containerizer mesos containerizer delegate isolation runtime configuration relevant isolator look like eventually change phase 1 provisioner return provisioninfo include rootfs image specific runtime configuration dockerappc manifest 2 mesos containerizer generate containerconfig protobuf include rootfs sandbox dockerappc manifest similar ocis host independent configjson pass isolator prepare image future dockerruntimeisolator take docker manifest containerconfig prepare container 3 isolator prepare function return containerlaunchinfo contain environment variable namespace etc meso containerize launch container image information pass launcher future rename containerprepareinfo   containerlaunchinfo later,5
consolidate docker store slave flag currently slave flag configure docker storepuller remove follow flag docker_auth_server_port docker_local_archives_dir docker_registry_port docker_puller consolidate exist flag,3
add mechanism testing recovery http base executor currently slave process generate process d time initialize processidgenerate function problem test http executor not retry disconnection agent restart prefix incremente code agent pid slave112700143915 agent pid restart slave212700143915 code couple way fix   add constructor slave exclusively testing pass fixed d instead rely idgenerate   currently delegate slave1 ie 1 specify url libprocess ie 12700143915apiv1executor delegate slave112700143915apiv1executor instead default 1 default know active d,3
